,Unnamed: 0,lat,lon,timestamp,amenity,name,brand:wikidata,cuisine,brand,chain_name,city,cluster
815,815,49.1616124,-122.7911856,2019-09-23T20:06:23.000-07:00,fast_food,McDonald's,Q38076,burger,McDonald's,McDonald's,Surrey,37
816,816,49.1625893,-122.7914887,2020-06-20T09:22:50.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Surrey,37
817,817,49.1646134,-122.8009598,2020-06-20T09:22:50.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Surrey,37
818,818,49.1348903,-122.8452133,2019-08-24T00:12:34.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Surrey,16
819,819,49.1369558,-122.8443469,2019-08-24T00:12:34.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Surrey,16
820,820,49.0964857,-122.6241961,2019-12-31T07:08:41.000-08:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,,-1
821,821,49.2643595,-123.0118153,2020-04-03T15:48:02.000-07:00,fast_food,Quiznos,Q1936229,sandwich,Quiznos,Quiznos,Burnaby,17
822,822,49.1156629,-122.6823021,2019-10-29T18:40:06.000-07:00,fast_food,Domino's,Q839466,pizza,Domino's,Domino's,Surrey,15
823,823,49.1047611,-122.6609055,2019-06-07T13:28:04.000-07:00,restaurant,Pizza Factory,Q39054369,pizza,Pizza Factory,Pizza Factory,City of Langley,15
824,824,49.2006229,-122.9168546,2019-02-23T06:57:21.000-08:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,New Westminster,51
825,825,49.2004954,-122.9169112,2019-02-23T06:57:21.000-08:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,New Westminster,51
826,826,49.2004217,-122.91752,2019-02-23T06:57:21.000-08:00,fast_food,Burger King,Q177054,burger,Burger King,Burger King,New Westminster,51
827,827,49.1248261,-122.7022827,2019-09-04T03:34:36.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Surrey,15
828,828,49.2877059,-123.1133343,2019-11-25T23:07:41.000-08:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,0
829,829,49.272795,-122.7898982,2020-04-18T03:29:42.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Port Coquitlam,21
830,830,49.2738174,-122.7924448,2020-01-17T07:58:29.000-08:00,restaurant,Nando's,Q3472954,chicken;portuguese,Nando's,Nando's,Coquitlam,21
831,831,49.263365,-123.13429,2019-08-29T18:25:42.000-07:00,fast_food,Domino's Pizza,Q839466,pizza,Domino's Pizza,Domino's Pizza,Vancouver,0
832,832,49.2637211,-123.1347841,2020-02-15T18:05:28.000-08:00,restaurant,Boston Pizza,Q894578,pizza,Boston Pizza,Boston Pizza,Vancouver,0
833,833,49.2540797,-123.115006,2019-09-13T13:56:49.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,0
834,834,49.2485878,-122.8185089,2019-09-04T17:03:24.000-07:00,fast_food,Panago,Q17111672,pizza,Panago,Panago,Coquitlam,-1
835,835,49.0384515,-122.2707447,2019-09-27T12:25:21.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Abbotsford,50
836,836,49.1294146,-122.3186475,2020-05-07T09:06:20.000-07:00,restaurant,White Spot,Q7995414,burger,White Spot,White Spot,,49
837,837,49.044966,-122.2218883,2019-09-02T22:08:25.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Abbotsford,48
838,838,49.1916811,-122.8233993,2020-02-16T04:29:33.000-08:00,restaurant,Phở Hòa,Q55629932,vietnamese;noodle,Phở Hòa,Phở Hòa,Surrey,-1
839,839,49.0509527,-122.3196269,2019-05-27T22:29:25.000-07:00,fast_food,Carl's Jr.,Q1043486,burger,Carl's Jr.,Carl's Jr.,Abbotsford,14
840,840,49.3376096,-123.1024103,2019-11-28T08:23:14.000-08:00,fast_food,Freshslice Pizza,Q5503082,pizza,Freshslice Pizza,Freshslice Pizza,,-1
841,841,49.2509753,-123.1270905,2020-03-20T18:27:53.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Vancouver,0
842,842,49.3242115,-123.1039789,2019-12-27T00:25:12.000-08:00,restaurant,Boston Pizza,Q894578,pizza,Boston Pizza,Boston Pizza,,27
843,843,49.0616235,-122.3808366,2019-09-25T14:47:27.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Abbotsford,34
844,844,49.1192712,-122.662876,2019-10-02T16:09:33.000-07:00,fast_food,Wendy's,Q550258,burger,Wendy's,Wendy's,,15
845,845,49.2643682,-123.0116605,2020-04-03T15:48:02.000-07:00,fast_food,Papa John's,Q2759586,pizza,Papa John's,Papa John's,Burnaby,17
846,846,49.2485117,-122.8659736,2020-04-06T04:53:43.000-07:00,fast_food,Little Caesars,Q1393809,pizza,Little Caesars,Little Caesars,Coquitlam,-1
847,847,49.2843286,-123.1178118,2019-06-14T03:25:14.000-07:00,fast_food,Carl's Jr.,Q1043486,burger,Carl's Jr.,Carl's Jr.,Vancouver,0
848,848,49.2866738,-123.1283087,2019-08-29T17:59:17.000-07:00,ice_cream,Yogen Früz,Q8054358,frozen_yogurt,Yogen Früz,Yogen Früz,Vancouver,0
849,849,49.0417051,-123.0830195,2020-04-18T23:45:02.000-07:00,fast_food,Mucho Burrito,Q65148332,mexican,Mucho Burrito,Mucho Burrito,,55
850,850,49.1921658,-123.0837309,2019-09-10T17:39:00.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Richmond,-1
851,851,49.1912604,-123.1294094,2019-10-28T15:41:35.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Richmond,-1
852,852,49.1912497,-123.1286598,2019-05-27T13:45:23.000-07:00,fast_food,Burger King,Q177054,burger,Burger King,Burger King,Richmond,-1
853,853,49.2843874,-123.1086358,2019-08-29T17:32:53.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,0
854,854,49.2887314,-123.1281326,2020-02-25T19:21:02.000-08:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Vancouver,0
855,855,49.2797002,-122.7988456,2020-02-27T03:51:09.000-08:00,fast_food,McDonald's,Q38076,burger,McDonald's,McDonald's,Coquitlam,21
856,856,49.2781671,-122.8141469,2019-09-23T20:17:12.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Coquitlam,21
857,857,49.2819109,-123.1135011,2019-09-13T13:56:49.000-07:00,restaurant,White Spot,Q7995414,burger,White Spot,White Spot,Vancouver,0
858,858,49.2802104,-123.1311973,2020-05-08T03:00:09.000-07:00,restaurant,Denny's,Q1189695,american,Denny's,Denny's,Vancouver,0
859,859,49.2797668,-123.1304883,2019-08-29T18:01:23.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Vancouver,0
860,860,49.2802821,-122.7991912,2020-03-30T17:26:45.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Coquitlam,21
861,861,49.2811335,-123.073946,2019-11-04T23:33:49.000-08:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Vancouver,-1
862,862,49.1142452,-122.6754884,2020-01-17T08:20:56.000-08:00,fast_food,KFC,Q524757,chicken,KFC,KFC,,15
863,863,49.1144236,-122.6756725,2020-01-17T08:20:56.000-08:00,fast_food,Teriyaki Experience,Q7702453,japanese,Teriyaki Experience,Teriyaki Experience,,15
864,864,49.1143101,-122.675676,2019-06-07T13:28:04.000-07:00,fast_food,Quiznos,Q1936229,sandwich,Quiznos,Quiznos,,15
865,865,49.1143726,-122.6752938,2019-06-07T13:28:04.000-07:00,fast_food,Manchu Wok,Q6747622,chinese,Manchu Wok,Manchu Wok,,15
866,866,49.1144723,-122.6760972,2020-01-17T08:20:56.000-08:00,fast_food,Kernels Popcorn,Q64876684,popcorn,Kernels Popcorn,Kernels Popcorn,,15
867,867,49.2792189,-122.8287203,2019-08-15T01:07:45.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Port Moody,21
868,868,49.27692,-122.8490281,2019-08-15T22:53:17.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Port Moody,-1
869,869,49.2489019,-122.8184783,2019-09-04T17:03:24.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Coquitlam,-1
870,870,49.2811807,-123.1242771,2019-08-29T17:57:11.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Vancouver,0
871,871,49.1329601,-123.0981949,2019-08-24T15:12:34.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Richmond,4
872,872,49.0459593,-122.7973722,2020-04-28T18:37:36.000-07:00,fast_food,Papa Murphy's,Q7132349,pizza,Papa Murphy's,Papa Murphy's,Surrey,39
873,873,49.2606832,-123.0332114,2020-06-17T22:37:20.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Vancouver,17
874,874,49.2596044,-123.0019382,2019-07-07T04:11:10.000-07:00,restaurant,The Keg,Q7744066,steak_house,The Keg,The Keg,Burnaby,17
875,875,49.2521186,-122.8933488,2020-06-10T01:29:36.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Burnaby,11
876,876,49.2643545,-122.9814436,2019-10-14T19:19:10.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Burnaby,-1
877,877,49.2255268,-123.1018603,2019-09-13T13:57:05.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Vancouver,20
878,878,49.2770021,-122.7952609,2020-01-17T07:58:29.000-08:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Coquitlam,21
879,879,49.2192936,-122.9273351,2019-07-10T04:41:29.000-07:00,restaurant,Pizza Factory,Q39054369,pizza,Pizza Factory,Pizza Factory,Burnaby,3
880,880,49.2193523,-122.9277706,2019-07-10T04:41:29.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Burnaby,3
881,881,49.117708,-122.6705015,2019-11-22T21:08:39.000-08:00,ice_cream,Marble Slab Creamery,Q17020087,ice_cream,Marble Slab Creamery,Marble Slab Creamery,,15
882,882,49.1182538,-122.6689137,2019-09-13T13:56:49.000-07:00,fast_food,Mucho Burrito,Q65148332,mexican,Mucho Burrito,Mucho Burrito,,15
883,883,49.0493869,-122.3387758,2019-09-02T22:08:25.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Abbotsford,14
884,884,49.1876258,-122.8459699,2019-08-24T15:23:01.000-07:00,restaurant,White Spot,Q7995414,burger,White Spot,White Spot,Surrey,29
885,885,49.1110781,-122.668262,2019-06-07T13:28:04.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,City of Langley,15
886,886,49.1363212,-122.8897573,2020-03-25T17:28:16.000-07:00,fast_food,Panago,Q17111672,pizza,Panago,Panago,Surrey,40
887,887,49.2852884,-123.1390222,2019-08-29T18:01:23.000-07:00,fast_food,McDonald's,Q38076,burger,McDonald's,McDonald's,Vancouver,0
888,888,49.1366741,-122.8869649,2020-03-22T06:01:50.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Surrey,40
889,889,49.2668043,-123.0041529,2020-03-03T02:18:15.000-08:00,fast_food,Pizza Pizza,Q1194143,pizza,Pizza Pizza,Pizza Pizza,Burnaby,17
890,890,49.2637917,-123.1400621,2019-09-13T13:57:05.000-07:00,cafe,Chatime,Q16829306,bubble_tea,Chatime,Chatime,Vancouver,0
891,891,49.0503956,-122.3275789,2019-09-02T22:08:25.000-07:00,fast_food,Booster Juice,Q4943796,juice,Booster Juice,Booster Juice,Abbotsford,14
892,892,49.0502684,-122.3188675,2019-10-29T04:00:37.000-07:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Abbotsford,14
893,893,49.1339176,-122.8553499,2020-03-28T04:12:53.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Surrey,16
894,894,49.233313,-123.1173462,2019-08-29T17:49:06.000-07:00,restaurant,White Spot,Q7995414,burger,White Spot,White Spot,Vancouver,43
895,895,49.264044,-123.174166,2019-09-13T13:56:49.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop,Tim Hortons,Tim Hortons,Vancouver,0
896,896,49.2639983,-123.1737583,2019-06-08T06:31:22.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Vancouver,0
897,897,49.1401463,-123.1378853,2014-08-23T05:24:32.000-07:00,fast_food,Subway,Q244457,sub,,Subway,Richmond,6
898,898,49.0558043,-122.2722298,2019-09-02T22:08:26.000-07:00,fast_food,Subway,Q244457,sandwich,,Subway,Abbotsford,-1
899,899,49.0408954,-122.2698339,2016-08-16T16:50:10.000-07:00,cafe,Starbucks,Q37158,coffee_shop,,Starbucks,Abbotsford,50
900,900,49.2633356,-123.1144174,2019-09-13T13:56:49.000-07:00,fast_food,A&W,Q2818848,burger,,A&W,Vancouver,0
901,901,49.0495367,-122.3117487,2019-09-02T22:08:26.000-07:00,fast_food,DQ Orange Julius,Q3355059,juice,,Orange Julius,Abbotsford,14
902,902,49.049844,-122.3115361,2019-09-02T22:08:26.000-07:00,fast_food,Thaï Express,Q7711610,thai,,Thaï Express,Abbotsford,14
903,903,49.1997306,-122.7784622,2019-09-13T13:56:59.000-07:00,fast_food,A&W,Q2818848,burger;chicken;coffee_shop,,A&W,Surrey,-1
904,904,49.2634886,-123.1215189,2020-02-16T02:23:38.000-08:00,fast_food,A&W,Q2818848,burger,,A&W,Vancouver,0
905,905,49.2621152,-122.8898637,2017-04-17T01:52:53.000-07:00,restaurant,Pizza Factory,Q39054369,pizza,,Pizza Factory,Coquitlam,11
906,906,49.2726607,-123.1353169,2020-02-27T21:56:22.000-08:00,fast_food,Pizza Pzazz,Q1194143,pizza,,Pizza Pizza,Vancouver,0
907,907,49.1047469,-122.7990471,2017-02-16T08:54:56.000-08:00,cafe,Tim Hortons,Q175106,donut,,Tim Hortons,Surrey,-1
908,908,49.1691756,-122.9586576,2019-10-02T16:01:57.000-07:00,fast_food,Wendy's,Q550258,burger,,Wendy's,Delta,-1
909,909,49.1692142,-122.9585182,2017-02-13T21:58:10.000-08:00,fast_food,Tim Hortons,Q175106,regional,,Tim Hortons,Delta,-1
910,910,49.1720147,-122.9461371,2013-05-09T18:58:31.000-07:00,fast_food,Subway,Q244457,sandwich,,Subway,Delta,-1
911,911,49.044471,-122.7772142,2019-01-26T02:24:56.000-08:00,fast_food,A&W,Q2818848,burger,,A&W,Surrey,23
912,912,49.1552993,-123.123732,2017-08-19T05:15:41.000-07:00,fast_food,Church's Chicken,Q1089932,chicken,,Church's Chicken,Richmond,-1
913,913,49.2267483,-123.128868,2012-03-21T05:51:05.000-07:00,fast_food,A&W,Q2818848,burger,,A&W,Vancouver,43
914,914,49.1871291,-122.8496029,2019-09-14T10:04:42.000-07:00,fast_food,Quesada,Q66070360,tex-mex,,Quesada,Surrey,29
915,915,49.2811945,-123.0125396,2016-03-01T16:57:22.000-08:00,fast_food,Subway,Q244457,sandwich,,Subway,Burnaby,41
916,916,49.1909246,-122.8908844,2016-11-26T20:27:08.000-08:00,fast_food,Burger King,Q177054,burger,,Burger King,Surrey,-1
917,917,49.0530329,-122.3170562,2018-06-20T15:12:25.000-07:00,restaurant,Denny's,Q1189695,american,,Denny's,Abbotsford,14
918,918,49.2637503,-123.0242122,2019-09-13T13:57:02.000-07:00,fast_food,Subway,Q244457,sandwich,,Subway,Vancouver,17
919,919,49.0494651,-122.2597961,2019-09-02T22:08:25.000-07:00,fast_food,Domino's Pizza,Q839466,pizza,,Domino's Pizza,Abbotsford,-1
920,920,49.0496898,-122.2598023,2019-09-02T22:08:25.000-07:00,fast_food,Subway,Q244457,sandwich,,Subway,Abbotsford,-1
921,921,49.1917192,-123.1118564,2018-06-20T15:11:27.000-07:00,fast_food,A&W,Q2818848,burger,,A&W,Richmond,-1
922,922,49.1625535,-122.6359271,2019-02-18T01:18:08.000-08:00,cafe,Starbucks,Q37158,coffee_shop,,Starbucks,,-1
923,923,49.0464428,-122.2872366,2019-09-02T22:08:26.000-07:00,restaurant,Noodlebox,Q7049671,asian,,Noodle Box,Abbotsford,22
924,924,49.2808303,-123.045249,2015-07-22T02:57:30.000-07:00,fast_food,Dijo's Pizza,Q839466,pizza,,Domino's Pizza,Vancouver,33
925,925,49.2308376,-122.906467,2018-10-26T20:30:05.000-07:00,fast_food,Pizza Pizzria,Q1194143,pizza,,Pizza Pizza,Burnaby,-1
926,926,49.2230001,-122.9139689,2012-05-02T21:02:10.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,New Westminster,-1
927,927,49.1599802,-122.401675,2019-09-02T22:08:26.000-07:00,fast_food,Subway,Q244457,sandwich,,Subway,,-1
928,928,49.2191699,-122.6587425,2019-09-13T13:57:02.000-07:00,fast_food,Burger King,Q177054,burger,,Burger King,Maple Ridge,53
929,929,49.2185304,-122.6541708,2020-04-09T20:55:07.000-07:00,fast_food,Carl's Jr.,Q1043486,burger,,Carl's Jr.,Maple Ridge,53
930,930,49.1942617,-122.8447996,2017-01-27T06:56:34.000-08:00,fast_food,Church's Chicken,Q1089932,chicken,,Church's Chicken,Surrey,29
931,931,49.2831516,-123.1154178,2019-10-02T20:57:25.000-07:00,fast_food,A&W,Q2818848,burger,,A&W,Vancouver,0
932,932,49.2344778,-123.1605904,2019-09-13T13:57:04.000-07:00,cafe,Starbucks,Q37158,coffee_shop,,Starbucks,Vancouver,5
933,933,49.0905017,-123.0803528,2019-06-23T20:26:23.000-07:00,fast_food,Freshslice Pizza,Q5503082,pizza,,Freshslice Pizza,Delta,25
934,934,49.2625523,-123.0693702,2019-07-31T07:15:43.000-07:00,fast_food,A&W,Q2818848,burger,,A&W,Vancouver,38
935,935,49.1767688,-122.6735666,2016-06-13T00:58:08.000-07:00,fast_food,A&W,Q2818848,chicken;burger,,A&W,,12
936,936,49.0365043,-122.2907179,2019-09-13T13:57:00.000-07:00,fast_food,freshii,Q5503051,salad,,Freshii,Abbotsford,22
937,937,49.1551644,-123.1238125,2019-09-13T13:57:03.000-07:00,fast_food,Subway,Q244457,sandwich,,Subway,Richmond,-1
938,938,49.1037705,-122.7286433,2017-02-13T22:25:13.000-08:00,fast_food,A&W,Q2818848,burger,,A&W,Surrey,44
939,939,49.1709535,-123.1824399,2017-06-02T15:25:46.000-07:00,restaurant,Pizza Hut,Q191615,pizza,,Pizza Hut,Richmond,-1
940,940,49.2819445,-123.1076316,2018-10-26T20:30:32.000-07:00,fast_food,Noodle Box,Q7049671,noodles;asian,,Noodle Box,Vancouver,0
941,941,49.0326388,-122.801449,2017-06-10T12:33:20.000-07:00,restaurant,White Spot,Q7995414,regional,,White Spot,Surrey,39
942,942,49.1046782,-122.7980848,2017-04-30T07:16:13.000-07:00,fast_food,Quiznos,Q1936229,sandwich,,Quiznos,Surrey,-1
943,943,49.2209188,-122.6623267,2019-10-02T16:03:05.000-07:00,fast_food,Wendy's,Q550258,burger,,Wendy's,Maple Ridge,53
944,944,49.0461526,-122.3593584,2018-06-20T15:11:40.000-07:00,fast_food,Subway,Q244457,sandwich,,Subway,Abbotsford,-1
945,945,49.3140173,-123.079082,2019-09-13T13:57:03.000-07:00,fast_food,Domino's Pizza,Q839466,pizza,,Domino's Pizza,North Vancouver,45
946,946,49.1891942,-122.8019805,2016-05-22T20:24:50.000-07:00,fast_food,A&W,Q2818848,burger,,A&W,Surrey,30
947,947,49.05866,-122.380541,2019-02-20T02:38:27.000-08:00,restaurant,Mucho Burrito,Q65148332,mexican,,Mucho Burrito,Abbotsford,34
948,948,49.2492559,-122.8670655,2012-10-06T00:58:04.000-07:00,restaurant,Pizza Hut,Q191615,pizza,,Pizza Hut,Coquitlam,-1
949,949,49.2418492,-122.7614665,2017-07-12T04:02:02.000-07:00,fast_food,Subway,Q244457,sandwich,,Subway,Port Coquitlam,-1
950,950,49.2313362,-122.8930883,2012-12-03T23:28:24.000-08:00,fast_food,Quiznos,Q1936229,sandwich,Quiznos,Quiznos,New Westminster,-1
951,951,49.2313075,-122.893213,2012-04-09T00:03:55.000-07:00,fast_food,panago,Q17111672,pizza,,Panago,New Westminster,-1
952,952,49.2447764,-123.1537897,2016-12-07T01:54:17.000-08:00,cafe,Starbucks,Q37158,coffee_shop,,Starbucks,Vancouver,-1
953,953,49.2182528,-122.6527159,2019-09-13T13:56:49.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Maple Ridge,53
954,954,49.1915327,-122.8908779,2019-09-13T13:57:04.000-07:00,cafe,Starbucks,Q37158,coffee_shop,,Starbucks,Surrey,-1
955,955,49.1487386,-123.1358977,2019-03-19T01:46:17.000-07:00,fast_food,Dairy Queen,Q1141226,ice_cream,,Dairy Queen,Richmond,6
956,956,49.2585993,-123.044779,2013-10-13T05:57:33.000-07:00,fast_food,Fresh Slice Pizza,Q5503082,pizza,,Freshslice Pizza,Vancouver,17
957,957,49.1193301,-122.8235877,2019-12-01T06:33:16.000-08:00,restaurant,Round Table Pizza,Q7371139,pizza,,Round Table Pizza,Surrey,-1
958,958,49.1547908,-123.1257818,2019-12-01T06:53:50.000-08:00,fast_food,Round Table Pizza,Q7371139,pizza,,Round Table Pizza,Richmond,6
959,959,49.038444,-122.2745518,2019-12-24T02:40:21.000-08:00,fast_food,Popeyes,Q1330910,chicken,Popeyes,Popeyes,Abbotsford,50
960,960,49.2093486,-123.1167129,2019-09-13T13:56:58.000-07:00,fast_food,A&W,Q2818848,burger,,A&W,Vancouver,10
961,961,49.2765795,-122.7965015,2019-09-13T13:56:49.000-07:00,fast_food,A&W,Q2818848,burger,,A&W,Coquitlam,21
962,962,49.0562744,-122.8005676,2019-12-14T15:15:46.000-08:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Surrey,46
963,963,49.0557436,-122.8006779,2019-12-14T15:15:46.000-08:00,fast_food,Panago,Q17111672,pizza,Panago,Panago,Surrey,46
964,964,49.0304235,-122.7920135,2019-02-18T15:35:58.000-08:00,cafe,Tim Hortons,Q175106,coffee_shop,,Tim Hortons,White Rock,-1
965,965,49.3742756,-123.2738287,2018-02-13T04:05:04.000-08:00,restaurant,FreshSlice Pizza,Q5503082,pizza,,Freshslice Pizza,West Vancouver,-1
966,966,49.1973353,-123.1382237,2020-01-13T01:51:46.000-08:00,cafe,Starbucks,Q37158,coffee_shop,Starbucks,Starbucks,Richmond,10
967,967,49.226921,-123.1288066,2012-03-21T05:51:02.000-07:00,fast_food,Subway,Q244457,sandwich,Subway,Subway,Vancouver,43
968,968,49.2794772,-123.1229565,2019-09-13T13:57:05.000-07:00,restaurant,Romano's Pizza,Q839466,pizza,,Domino's Pizza,Vancouver,0
969,969,49.0244881,-123.0691535,2019-09-02T22:08:26.000-07:00,restaurant,White Spot,Q7995414,american;international,,White Spot,Delta,54
970,970,49.3056043,-123.0184387,2019-09-13T13:57:04.000-07:00,cafe,Starbucks,Q37158,coffee_shop,,Starbucks,,-1
971,971,49.3116539,-123.0803449,2019-09-13T13:57:05.000-07:00,restaurant,Freshslice Pizza,Q5503082,pizza,,Freshslice Pizza,North Vancouver,45
972,972,49.3117019,-123.0804308,2019-09-13T13:57:05.000-07:00,cafe,Tim Hortons,Q175106,coffee_shop;sandwich;donuts;baked_goods,,Tim Hortons,North Vancouver,45
973,973,49.1793429,-123.0695964,2015-12-09T07:28:57.000-08:00,fast_food,Quiznos,Q1936229,sandwich,,Quiznos,Richmond,-1
974,974,49.3078523,-123.0409549,2014-01-06T08:00:29.000-08:00,restaurant,White Spot,Q7995414,american,,White Spot,,52
975,975,49.3057451,-123.0333659,2014-01-06T08:03:54.000-08:00,fast_food,Wendy's,Q550258,burger,,Wendy's,,52
976,976,49.2335878,-123.0657803,2016-03-05T03:11:06.000-08:00,cafe,Starbucks,Q37158,coffee_shop,,Starbucks,Vancouver,20
977,977,49.0399745,-122.2690161,2019-02-19T07:37:29.000-08:00,fast_food,Little Caesars,Q1393809,pizza,,Little Caesars,Abbotsford,50
978,978,49.1326939,-122.3208048,2016-02-07T20:29:04.000-08:00,fast_food,A&W,Q2818848,burger,,A&W,,49
979,979,49.1392429,-123.1383552,2018-10-09T20:16:50.000-07:00,restaurant,Tino's Pizza,Q839466,pizza;italian,,Domino's Pizza,Richmond,6
980,980,49.1390281,-123.1383973,2018-10-09T20:16:50.000-07:00,cafe,Starbucks,Q37158,coffee_shop,,Starbucks,Richmond,6
981,981,49.1400974,-123.1383267,2018-10-09T20:16:50.000-07:00,restaurant,Freshslice Pizza,Q5503082,pizza,,Freshslice Pizza,Richmond,6
982,982,49.1702236,-123.1825064,2017-02-13T22:25:00.000-08:00,cafe,Starbucks,Q37158,coffee_shop,,Starbucks,Richmond,-1
983,983,49.0372607,-122.2707686,2019-09-02T22:08:25.000-07:00,fast_food,Subway,Q244457,sandwich,,Subway,Abbotsford,50
984,984,49.2031768,-122.8792546,2019-09-13T13:57:03.000-07:00,fast_food,Subway,Q244457,sandwich,,Subway,Surrey,-1
985,985,49.1201645,-122.8449823,2018-02-13T01:14:11.000-08:00,fast_food,Subway,Q244457,sandwich,,Subway,Surrey,-1
986,986,49.2366392,-122.8529962,2012-10-07T03:23:42.000-07:00,fast_food,Taco Del Mar,Q7673972,mexican,,Taco Del Mar,Coquitlam,2
987,987,49.2713215,-122.755135,2016-03-16T00:08:35.000-07:00,fast_food,Subway,Q244457,sandwich,,Subway,Port Coquitlam,-1
988,988,49.2718087,-122.7556464,2016-03-16T00:15:32.000-07:00,fast_food,Little Caesars,Q1393809,pizza,,Little Caesars,Port Coquitlam,-1
989,989,49.2706869,-122.755531,2016-03-16T00:15:32.000-07:00,cafe,Starbucks,Q37158,coffee_shop,,Starbucks,Port Coquitlam,-1
990,990,49.0412018,-122.2206368,2019-01-21T18:36:49.000-08:00,fast_food,freshii,Q5503051,salad,,Freshii,Abbotsford,48
991,991,49.134369,-122.8442723,2019-09-13T13:57:05.000-07:00,restaurant,Freshsllice Pizza,Q5503082,pizza,,Freshslice Pizza,Surrey,16
992,992,49.0251321,-122.2661425,2019-02-18T15:18:17.000-08:00,fast_food,Tim Hortons,Q175106,donut,,Tim Hortons,Abbotsford,50
993,993,49.0249879,-122.2661425,2019-02-18T15:18:17.000-08:00,fast_food,Wendy's,Q550258,burger,,Wendy's,Abbotsford,50
994,994,49.1498513,-122.2556226,2010-02-18T00:57:30.000-08:00,fast_food,Subway,Q244457,sandwich,,Subway,,-1
995,995,49.048636,-122.2926136,2019-09-02T22:08:25.000-07:00,fast_food,Subway,Q244457,sandwich,,Subway,Abbotsford,14
996,996,49.1852228,-122.8005841,2019-02-24T04:50:20.000-08:00,fast_food,Subway,Q244457,sandwich,,Subway,Surrey,30
997,997,49.2208931,-122.6566261,2020-01-06T07:51:28.000-08:00,fast_food,Domino's Pizza,Q839466,pizza,,Domino's Pizza,Maple Ridge,53
998,998,49.0242968,-122.267178,2016-09-10T20:10:58.000-07:00,fast_food,Quiznos,Q1936229,sandwich,,Quiznos,Abbotsford,50
999,999,49.24921,-122.8687714,2015-02-17T19:57:12.000-08:00,fast_food,Tim Horton's,Q175106,sandwich,,Tim Hortons,Coquitlam,-1
1000,1000,49.281211,-123.011999,2020-05-10T01:37:04.000-07:00,fast_food,Dairy Queen,Q1141226,burger;ice_cream,Dairy Queen,Dairy Queen,Burnaby,41
